source_iso2,target_iso2,weight,shared_elements
QA,SD,2,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
QA,SY,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;17f3a899-b347-46b8-ab07-3dc10281b914
QA,TN,2,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
QA,YE,2,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
AD,AL,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AD,BE,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,CH,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,CY,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,IE,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,RO,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AD,SI,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AE,AT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,BE,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,CZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,DE,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,DJ,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
AE,ES,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,FR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,HR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,HU,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,IE,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,IT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,KM,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
AE,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,LB,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
AE,LY,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
AE,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AE,SO,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
AF,IN,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AF,IQ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AF,KG,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AF,KZ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AF,MN,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AF,PK,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AL,AT,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AL,ES,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AL,FR,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AL,GR,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AL,HR,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AL,IT,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AL,LU,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AL,RO,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
AM,IR,1,c3f1eab3-5c95-407a-9318-a72b508d6cad
AR,UY,1,480eff44-5f29-4fa6-8578-7fd1b4e1d12c
AT,BA,1,a04c3e78-59da-4f7e-aaae-4194282fe749
AT,CY,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AT,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,LV,1,da4d32f6-6d6c-492f-8f9b-621c8f039c60
AT,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,NO,1,b272131f-8e6f-4fc6-9eb1-3ff3fd3464e9
AT,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AT,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
AZ,IN,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AZ,IQ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AZ,MN,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AZ,PK,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
BA,HR,1,a04c3e78-59da-4f7e-aaae-4194282fe749
BA,HU,1,a04c3e78-59da-4f7e-aaae-4194282fe749
BA,IT,1,a04c3e78-59da-4f7e-aaae-4194282fe749
BA,RO,1,a04c3e78-59da-4f7e-aaae-4194282fe749
BA,SI,1,a04c3e78-59da-4f7e-aaae-4194282fe749
BA,SK,1,a04c3e78-59da-4f7e-aaae-4194282fe749
BE,CZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,GR,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,HU,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,SI,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BE,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
BF,CI,1,48382804-9d28-49d8-9418-707326fe4447
BF,ID,1,48382804-9d28-49d8-9418-707326fe4447
BF,ML,1,48382804-9d28-49d8-9418-707326fe4447
BG,MD,1,4733c4f8-452e-4268-a180-82a3053a2a1d
BG,MK,1,4733c4f8-452e-4268-a180-82a3053a2a1d
BG,RO,1,4733c4f8-452e-4268-a180-82a3053a2a1d
BH,LB,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
BH,SY,1,17f3a899-b347-46b8-ab07-3dc10281b914
BJ,NG,1,6d633236-a5b8-49ab-9cc1-5441ecf4d1d3
BJ,TG,1,6d633236-a5b8-49ab-9cc1-5441ecf4d1d3
BN,SG,1,86f5d1f3-727d-4f33-8b15-528a6949bdcb
BN,TH,1,86f5d1f3-727d-4f33-8b15-528a6949bdcb
BO,CL,1,20d10427-9612-468f-b7c4-a11c6e4a4420
BO,PE,1,20d10427-9612-468f-b7c4-a11c6e4a4420
BY,PL,1,edb677fe-416a-4206-83ab-222ca700e7d8
BZ,GT,1,eced54c6-4bf3-4338-a902-28664fec2f8b
BZ,HN,1,eced54c6-4bf3-4338-a902-28664fec2f8b
BZ,NI,1,eced54c6-4bf3-4338-a902-28664fec2f8b
CD,CG,1,26259528-c6e9-4ade-908b-996baa58b326
CG,CM,1,49c27c69-c236-4015-a327-733ab9ad9f9c
CG,GA,1,49c27c69-c236-4015-a327-733ab9ad9f9c
CH,CY,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CH,ES,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CH,GR,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CH,HR,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CH,IE,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CH,NL,1,d0536760-ba45-4308-be32-74154c693cac
CH,NO,1,b272131f-8e6f-4fc6-9eb1-3ff3fd3464e9
CH,SI,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CI,ID,1,48382804-9d28-49d8-9418-707326fe4447
CI,ML,1,48382804-9d28-49d8-9418-707326fe4447
CL,PE,1,20d10427-9612-468f-b7c4-a11c6e4a4420
CM,GA,1,49c27c69-c236-4015-a327-733ab9ad9f9c
CM,TD,1,a2387946-24fc-4703-a8e5-e54f64b9d374
CN,MN,1,8be26ea8-579b-4cf1-86db-1c77f2d9c3d7
CN,MY,1,e1b7b1ae-de27-48d4-9af6-26bdf0eed3a9
CO,CY,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CO,DE,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CO,EC,1,af4e2eff-f96e-48ab-b811-d9c1766d0a63
CO,KG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CO,LU,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CO,NG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CO,SI,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CO,TG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CO,VE,1,3501fafc-3a4c-4dae-a27c-0e6fc740634e
CU,DO,1,f8757869-8a0a-455b-9ba1-efbf55a65639
CU,HN,1,f8757869-8a0a-455b-9ba1-efbf55a65639
CU,HT,1,f8757869-8a0a-455b-9ba1-efbf55a65639
CU,MX,1,762c5014-6a7e-4e48-b5a5-9ffa2815c010
CU,VE,1,f8757869-8a0a-455b-9ba1-efbf55a65639
CY,DE,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CY,IE,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,KG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CY,MA,1,52dcb3e1-37dc-4bb8-843c-67be400d7a0e
CY,NG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CY,PT,1,52dcb3e1-37dc-4bb8-843c-67be400d7a0e
CY,TG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
CZ,FI,1,e4f84e99-d1ab-4737-96af-ab446ae5365e
CZ,HR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,IE,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,IT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,LV,1,da4d32f6-6d6c-492f-8f9b-621c8f039c60
CZ,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
CZ,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,FI,1,e4f84e99-d1ab-4737-96af-ab446ae5365e
DE,HR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,IE,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,LV,1,da4d32f6-6d6c-492f-8f9b-621c8f039c60
DE,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,NG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
DE,NO,1,b272131f-8e6f-4fc6-9eb1-3ff3fd3464e9
DE,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,SI,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
DE,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,TG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
DJ,ET,1,c35c8185-3f94-4746-b4f2-d78b0d55c51f
DJ,IQ,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
DJ,JO,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
DJ,KM,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
DJ,MR,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
DK,FI,1,1307b560-d016-4f7e-af69-1c8c67887c08
DK,IS,1,1307b560-d016-4f7e-af69-1c8c67887c08
DK,NO,1,1307b560-d016-4f7e-af69-1c8c67887c08
DK,SE,1,1307b560-d016-4f7e-af69-1c8c67887c08
DO,HN,1,f8757869-8a0a-455b-9ba1-efbf55a65639
DO,HT,1,f8757869-8a0a-455b-9ba1-efbf55a65639
DO,VE,1,f8757869-8a0a-455b-9ba1-efbf55a65639
DZ,LB,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
DZ,ML,1,3332aac9-6445-4399-91d0-1192c8775d6d
DZ,NE,1,3332aac9-6445-4399-91d0-1192c8775d6d
DZ,QA,1,6d8dce5e-c21d-4662-910c-24c58ed6e39f
EC,PE,1,02e99f5b-54be-4e6b-b068-ee09565f000e
EE,LT,1,4ecbafcb-0aed-41ec-8b30-432391aab218
EE,LV,1,4ecbafcb-0aed-41ec-8b30-432391aab218
EE,UA,1,46057403-735d-448c-940d-bc8b80441e46
EG,LB,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
ES,FI,1,e4f84e99-d1ab-4737-96af-ab446ae5365e
ES,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,LV,1,da4d32f6-6d6c-492f-8f9b-621c8f039c60
ES,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,MX,1,f0f90fcb-ffe5-4b18-abbe-b536d0e24dde
ES,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,RO,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
ES,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,SI,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
ES,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ET,SO,1,c35c8185-3f94-4746-b4f2-d78b0d55c51f
FI,FR,1,e4f84e99-d1ab-4737-96af-ab446ae5365e
FI,HU,1,e4f84e99-d1ab-4737-96af-ab446ae5365e
FI,IS,1,1307b560-d016-4f7e-af69-1c8c67887c08
FI,NO,1,1307b560-d016-4f7e-af69-1c8c67887c08
FI,SE,1,1307b560-d016-4f7e-af69-1c8c67887c08
FR,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,NO,1,b272131f-8e6f-4fc6-9eb1-3ff3fd3464e9
FR,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,RO,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
FR,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,SI,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
FR,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
FR,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
GM,SN,1,3a39d54d-d2da-4ac6-951e-81db149e06b9
GR,IE,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
GR,MA,1,52dcb3e1-37dc-4bb8-843c-67be400d7a0e
GR,PT,1,52dcb3e1-37dc-4bb8-843c-67be400d7a0e
GR,RO,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
GR,SI,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
GT,HN,1,eced54c6-4bf3-4338-a902-28664fec2f8b
GT,NI,1,eced54c6-4bf3-4338-a902-28664fec2f8b
HN,HT,1,f8757869-8a0a-455b-9ba1-efbf55a65639
HN,NI,1,eced54c6-4bf3-4338-a902-28664fec2f8b
HN,VE,1,f8757869-8a0a-455b-9ba1-efbf55a65639
HR,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HT,VE,1,f8757869-8a0a-455b-9ba1-efbf55a65639
HU,IE,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,RO,1,a04c3e78-59da-4f7e-aaae-4194282fe749
HU,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HU,SI,1,a04c3e78-59da-4f7e-aaae-4194282fe749
HU,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ID,ML,1,48382804-9d28-49d8-9418-707326fe4447
ID,SG,1,86f5d1f3-727d-4f33-8b15-528a6949bdcb
ID,TH,1,86f5d1f3-727d-4f33-8b15-528a6949bdcb
IE,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,LU,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
IE,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,SI,1,73f4141d-32ef-4dc3-9f98-0afd988a8b0d
IE,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IE,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IN,IQ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,IR,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,KG,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,KZ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,MN,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,PK,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,TJ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,TM,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,TR,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IN,UZ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,IR,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,KG,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,KM,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
IQ,KZ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,LB,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
IQ,LY,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
IQ,MN,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,PK,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,SO,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
IQ,TJ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,TM,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,TR,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IQ,UZ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IR,MN,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IR,PK,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IR,SY,1,54fecbc0-68b8-479e-be27-78bbecac6472
IS,NO,1,1307b560-d016-4f7e-af69-1c8c67887c08
IS,SE,1,1307b560-d016-4f7e-af69-1c8c67887c08
IT,KG,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
JO,KM,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
JO,LB,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
JO,LY,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
JO,SO,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
KG,KR,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,LU,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
KG,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,NG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
KG,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,SI,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
KG,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KG,TG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
KH,KR,1,7b7c964f-b41a-47e8-83f3-f132d4c6b7de
KH,PH,1,7b7c964f-b41a-47e8-83f3-f132d4c6b7de
KH,VN,1,7b7c964f-b41a-47e8-83f3-f132d4c6b7de
KM,MR,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
KM,SO,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
KP,KR,1,3fff65af-bc6c-4768-94cc-27fda4d71f8e
KR,KZ,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,PH,1,7b7c964f-b41a-47e8-83f3-f132d4c6b7de
KR,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KR,VN,1,7b7c964f-b41a-47e8-83f3-f132d4c6b7de
KW,LB,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
KW,SY,1,17f3a899-b347-46b8-ab07-3dc10281b914
KZ,MA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KZ,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KZ,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KZ,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KZ,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KZ,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
